C/A,UNIT,SCP,STATION
N030,R333,00-00-01,116 ST
N030,R333,00-00-02,116 ST
N029,R333,01-00-00,116 ST
N029,R333,01-00-01,116 ST
N029,R333,01-00-02,116 ST
N035,R334,00-00-00,CATHEDRL-110 ST
N035,R334,00-00-01,CATHEDRL-110 ST
N035,R334,00-00-02,CATHEDRL-110 ST
N034,R334,01-00-00,CATHEDRL-110 ST
N034,R334,01-00-01,CATHEDRL-110 ST
N034,R334,01-00-02,CATHEDRL-110 ST
N034,R334,01-06-00,CATHEDRL-110 ST
N034,R334,01-06-01,CATHEDRL-110 ST
N191,R335,00-00-00,BEACH 67 ST
N191,R335,00-00-01,BEACH 67 ST
N191,R335,00-00-02,BEACH 67 ST
N191,R335,00-05-00,BEACH 67 ST
N191,R335,00-05-01,BEACH 67 ST
N192,R336,00-00-00,BEACH 60 ST
N192,R336,00-00-01,BEACH 60 ST
N192,R336,00-00-02,BEACH 60 ST
N192,R336,00-05-00,BEACH 60 ST
N192,R336,00-05-01,BEACH 60 ST
N193,R337,00-00-00,BEACH 44 ST
N193,R337,00-00-01,BEACH 44 ST
N193,R337,00-00-02,BEACH 44 ST
N193,R337,00-05-00,BEACH 44 ST
N193,R337,00-05-01,BEACH 44 ST
N194,R338,00-00-00,BEACH 36 ST
N194,R338,00-00-01,BEACH 36 ST
N194,R338,00-00-02,BEACH 36 ST
N194,R338,00-05-00,BEACH 36 ST
N194,R338,00-05-01,BEACH 36 ST
N312,R339,00-00-00,36 ST
N312,R339,00-00-01,36 ST
N312,R339,00-00-02,36 ST
N312,R339,00-03-00,36 ST
N312,R339,00-06-00,36 ST
N311,R339,01-00-00,36 ST
N311,R339,01-00-01,36 ST
N311,R339,01-00-02,36 ST
N311,R339,01-06-00,36 ST
N311,R339,01-06-01,36 ST
N322,R340,00-00-00,65 ST
N322,R340,00-00-01,65 ST
N322,R340,00-00-02,65 ST
N334B,R341,00-00-00,75 AVE
N334B,R341,00-00-01,75 AVE
N334B,R341,00-00-02,75 AVE
N334B,R341,00-03-00,75 AVE
N334B,R341,00-03-01,75 AVE
N334B,R341,00-03-02,75 AVE
N334B,R341,00-06-00,75 AVE
N334B,R341,00-06-01,75 AVE
N604,R342,00-00-00,JAMAICA-VAN WYC
N604,R342,00-00-01,JAMAICA-VAN WYC
N604,R342,00-00-02,JAMAICA-VAN WYC
N604,R342,00-03-00,JAMAICA-VAN WYC
N604,R342,00-03-01,JAMAICA-VAN WYC
N604,R342,00-05-00,JAMAICA-VAN WYC
N604,R342,00-05-01,JAMAICA-VAN WYC
R117,R343,00-00-00,FRANKLIN ST
R117,R343,00-00-01,FRANKLIN ST
R117,R343,00-00-02,FRANKLIN ST
R118,R343,01-00-00,FRANKLIN ST
R118,R343,01-00-01,FRANKLIN ST
R118,R343,01-00-02,FRANKLIN ST
R118,R343,01-06-00,FRANKLIN ST
R118,R343,01-06-01,FRANKLIN ST
R308,R344,00-00-00,145 ST
R308,R344,00-00-01,145 ST
R308,R344,00-00-02,145 ST
R309,R345,00-00-00,148 ST-LENOX
R309,R345,00-00-01,148 ST-LENOX
R309,R345,00-00-02,148 ST-LENOX
R508,R346,00-00-00,COURT SQ
R508,R346,00-00-01,COURT SQ
R508,R346,00-00-02,COURT SQ
R508,R346,00-03-00,COURT SQ
R508,R346,00-03-01,COURT SQ
R508,R346,00-03-02,COURT SQ
R508,R346,00-05-00,COURT SQ
R508,R346,00-05-01,COURT SQ
R524,R347,00-00-00,69 ST-FISK AVE
R524,R347,00-00-01,69 ST-FISK AVE
R524,R347,00-00-02,69 ST-FISK AVE
R524,R347,00-00-03,69 ST-FISK AVE
R524,R347,00-03-00,69 ST-FISK AVE
R524,R347,00-03-01,69 ST-FISK AVE
R524,R347,00-05-00,69 ST-FISK AVE
R524,R347,00-05-01,69 ST-FISK AVE
H035,R348,00-00-00,ATLANTIC AVE
H035,R348,00-00-01,ATLANTIC AVE
H035,R348,00-00-02,ATLANTIC AVE
H037,R349,00-00-00,SUTTER AVE
H037,R349,00-00-01,SUTTER AVE
H038,R350,00-00-00,LIVONIA AVE
H038,R350,00-00-01,LIVONIA AVE
H038,R350,00-00-02,LIVONIA AVE
H038,R350,00-06-00,LIVONIA AVE
H038,R350,00-06-01,LIVONIA AVE
J003,R352,00-00-00,HEWES ST
J003,R352,00-00-01,HEWES ST
J003,R352,00-00-02,HEWES ST
J005,R353,00-00-00,LORIMER ST
J005,R353,00-00-01,LORIMER ST
J005,R353,00-00-02,LORIMER ST
J005,R353,00-06-00,LORIMER ST
J005,R353,00-06-01,LORIMER ST
N137,R354,00-00-00,OXFORD-104 ST
N137,R354,00-00-01,OXFORD-104 ST
N137,R354,00-00-02,OXFORD-104 ST
N139,R355,00-00-00,GREENWOOD-111
N139,R355,00-00-01,GREENWOOD-111
N139,R355,00-00-02,GREENWOOD-111
N138,R355,01-04-00,GREENWOOD-111
N138,R355,01-04-01,GREENWOOD-111
N138,R355,01-06-00,GREENWOOD-111
N138,R355,01-06-01,GREENWOOD-111
N141,R356,00-00-00,LEFFERTS BLVD
N141,R356,00-00-01,LEFFERTS BLVD
N141,R356,00-00-02,LEFFERTS BLVD
N141,R356,00-00-03,LEFFERTS BLVD
N141,R356,00-00-04,LEFFERTS BLVD
N141,R356,00-03-00,LEFFERTS BLVD
N141,R356,00-03-01,LEFFERTS BLVD
N141,R356,00-03-02,LEFFERTS BLVD
N181,R357,00-00-00,AQUEDUCT-N CNDT
N181,R357,00-00-01,AQUEDUCT-N CNDT
N181,R357,00-00-02,AQUEDUCT-N CNDT
N181,R357,00-06-00,AQUEDUCT-N CNDT
N181,R357,00-06-01,AQUEDUCT-N CNDT
N195,R358,00-00-00,BEACH 25 ST
N195,R358,00-00-01,BEACH 25 ST
N195,R358,00-00-02,BEACH 25 ST
N195,R358,00-05-00,BEACH 25 ST
N195,R358,00-05-01,BEACH 25 ST
N307,R359,00-00-00,COURT SQ-23 ST
N307,R359,00-00-01,COURT SQ-23 ST
N307,R359,00-00-02,COURT SQ-23 ST
N307,R359,00-00-03,COURT SQ-23 ST
N307,R359,00-06-00,COURT SQ-23 ST
N400A,R359,02-00-00,COURT SQ
N400A,R359,02-00-01,COURT SQ
N400A,R359,02-00-02,COURT SQ
N400A,R359,02-00-03,COURT SQ
N400A,R359,02-03-00,COURT SQ
N400A,R359,02-03-01,COURT SQ
N400A,R359,02-03-02,COURT SQ
N400A,R359,02-06-00,COURT SQ
N400A,R359,02-06-01,COURT SQ
N400A,R359,02-06-02,COURT SQ
N400A,R359,02-06-03,COURT SQ
N400A,R359,02-06-04,COURT SQ
N400A,R359,02-06-05,COURT SQ
N400A,R359,02-06-06,COURT SQ
N401,R360,00-00-00,VAN ALSTON-21ST
N401,R360,00-00-01,VAN ALSTON-21ST
N401,R360,00-00-02,VAN ALSTON-21ST
R328,R361,00-00-00,PELHAM PARKWAY
R328,R361,00-00-01,PELHAM PARKWAY
R328,R361,00-00-02,PELHAM PARKWAY
R328,R361,00-05-00,PELHAM PARKWAY
R328,R361,00-05-01,PELHAM PARKWAY
R327,R361,01-05-00,PELHAM PARKWAY
R327,R361,01-05-01,PELHAM PARKWAY
R327,R361,01-06-00,PELHAM PARKWAY
R327,R361,01-06-01,PELHAM PARKWAY
R329,R362,00-00-00,ALLERTON AVE
R329,R362,00-00-01,ALLERTON AVE
R329,R362,00-00-02,ALLERTON AVE
R330,R363,00-00-00,BURKE AVE
R330,R363,00-00-01,BURKE AVE
R330,R363,00-00-02,BURKE AVE
R331,R364,00-00-00,GUN HILL ROAD
R331,R364,00-00-01,GUN HILL ROAD
R331,R364,00-00-02,GUN HILL ROAD
R331,R364,00-00-03,GUN HILL ROAD
R331,R364,00-05-00,GUN HILL ROAD
R331,R364,00-05-01,GUN HILL ROAD
R332,R365,00-00-00,219 ST
R332,R365,00-00-01,219 ST
R332,R365,00-00-02,219 ST
R333,R366,00-00-00,225 ST
R333,R366,00-00-01,225 ST
R333,R366,00-00-02,225 ST
R334,R367,00-00-00,233 ST
R334,R367,00-00-01,233 ST
R334,R367,00-00-02,233 ST
R334,R367,00-05-00,233 ST
R334,R367,00-05-01,233 ST
E001,R368,00-00-00,9 AVE
E001,R368,00-00-01,9 AVE
E001,R368,00-00-02,9 AVE
E001,R368,00-00-03,9 AVE
E001,R368,00-00-04,9 AVE
E001,R368,00-05-00,9 AVE
E001,R368,00-05-01,9 AVE
E003,R369,00-00-00,FT HAMILTON PKY
E003,R369,00-00-01,FT HAMILTON PKY
E003,R369,00-00-02,FT HAMILTON PKY
E003,R369,00-03-00,FT HAMILTON PKY
E003,R369,00-03-01,FT HAMILTON PKY
E003,R369,00-05-00,FT HAMILTON PKY
E003,R369,00-05-01,FT HAMILTON PKY
E009,R370,00-00-00,71 ST
E009,R370,00-00-01,71 ST
E009,R370,00-00-02,71 ST
E009,R370,00-06-00,71 ST
E009,R370,00-06-01,71 ST
E011,R371,00-00-00,79 ST
E011,R371,00-00-01,79 ST
E011,R371,00-00-02,79 ST
E011,R371,00-06-00,79 ST
E011,R371,00-06-01,79 ST
E012,R372,00-00-00,18 AVE
E012,R372,00-00-01,18 AVE
E012,R372,00-00-02,18 AVE
E013,R373,00-00-00,20 AVE
E013,R373,00-00-01,20 AVE
E013,R373,00-00-02,20 AVE
E014,R374,00-00-00,BAY PARKWAY
E014,R374,00-00-01,BAY PARKWAY
E014,R374,00-00-02,BAY PARKWAY
E014,R374,00-00-03,BAY PARKWAY
E014,R374,00-00-04,BAY PARKWAY
E014,R374,00-05-00,BAY PARKWAY
E014,R374,00-05-01,BAY PARKWAY
H039,R375,00-00-00,NEW LOTS AVE
H039,R375,00-00-01,NEW LOTS AVE
H039,R375,00-00-02,NEW LOTS AVE
H040,R376,00-00-00,EAST 105 ST
H040,R376,00-00-01,EAST 105 ST
H040,R376,00-00-02,EAST 105 ST
H040,R376,00-00-03,EAST 105 ST
J007,R377,00-00-00,FLUSHING AVE
J007,R377,00-00-01,FLUSHING AVE
J007,R377,00-00-02,FLUSHING AVE
J007,R377,00-05-00,FLUSHING AVE
J007,R377,00-05-01,FLUSHING AVE
J009,R378,00-00-00,MYRTLE AVE
J009,R378,00-00-01,MYRTLE AVE
J009,R378,00-00-02,MYRTLE AVE
J009,R378,00-00-03,MYRTLE AVE
J012,R379,00-00-00,KOSCIUSZKO ST
J012,R379,00-00-01,KOSCIUSZKO ST
J012,R379,00-00-02,KOSCIUSZKO ST
J013,R380,00-00-00,GATES AVE
J013,R380,00-00-01,GATES AVE
J013,R380,00-00-02,GATES AVE
J016,R381,00-00-00,HALSEY ST
J016,R381,00-00-01,HALSEY ST
J016,R381,00-00-02,HALSEY ST
N129,R382,00-00-00,GRANT AVE
N129,R382,00-00-01,GRANT AVE
N129,R382,00-03-00,GRANT AVE
N129,R382,00-03-01,GRANT AVE
N131,R383,00-00-00,HUDSON-80 ST
N131,R383,00-00-01,HUDSON-80 ST
N131,R383,00-00-02,HUDSON-80 ST
N130,R383,01-04-00,HUDSON-80 ST
N130,R383,01-04-01,HUDSON-80 ST
N130,R383,01-06-00,HUDSON-80 ST
N130,R383,01-06-01,HUDSON-80 ST
N133,R384,00-00-00,BOYD-88 ST
N133,R384,00-00-01,BOYD-88 ST
N133,R384,00-00-02,BOYD-88 ST
N134,R385,00-00-00,ROCKAWAY BLVD
N134,R385,00-00-01,ROCKAWAY BLVD
N134,R385,00-03-00,ROCKAWAY BLVD
N134,R385,00-03-01,ROCKAWAY BLVD
N135,R385,01-03-00,ROCKAWAY BLVD
N135,R385,01-03-01,ROCKAWAY BLVD
N135,R385,01-05-00,ROCKAWAY BLVD
N135,R385,01-05-01,ROCKAWAY BLVD
N135,R385,01-06-00,ROCKAWAY BLVD
R322,R386,00-00-00,174 ST
R322,R386,00-00-01,174 ST
R322,R386,00-00-02,174 ST
R321,R386,01-00-00,174 ST
R321,R386,01-00-01,174 ST
R321,R386,01-00-02,174 ST
R323,R387,00-00-00,E TREMONT AVE
R323,R387,00-00-01,E TREMONT AVE
R323,R387,00-00-02,E TREMONT AVE
R323,R387,00-00-03,E TREMONT AVE
R323,R387,00-00-04,E TREMONT AVE
R323,R387,00-05-00,E TREMONT AVE
R323,R387,00-05-01,E TREMONT AVE
R323,R387,00-06-00,E TREMONT AVE
R323,R387,00-06-01,E TREMONT AVE
R325,R388,00-00-00,E 180 ST
R325,R388,00-00-01,E 180 ST
R325,R388,00-00-02,E 180 ST
R325,R388,00-00-03,E 180 ST
R325,R388,00-05-00,E 180 ST
R325,R388,00-05-01,E 180 ST
R326,R389,00-00-00,BRONX PARK EAST
R326,R389,00-00-01,BRONX PARK EAST
R326,R389,00-00-02,BRONX PARK EAST
D002,R390,00-00-00,8 AVE
D002,R390,00-00-01,8 AVE
D002,R390,00-00-02,8 AVE
D002,R390,00-03-00,8 AVE
D002,R390,00-03-01,8 AVE
D002,R390,00-03-02,8 AVE
D003,R391,00-00-00,FT HAMILTON PKY
D003,R391,00-00-01,FT HAMILTON PKY
D003,R391,00-00-02,FT HAMILTON PKY
D004,R391,01-05-00,FT HAMILTON PKY
D004,R391,01-05-01,FT HAMILTON PKY
D004,R391,01-06-00,FT HAMILTON PKY
D004,R391,01-06-01,FT HAMILTON PKY
D008,R392,00-00-00,18 AVE
D008,R392,00-00-01,18 AVE
D008,R392,00-00-02,18 AVE
D008,R392,00-06-00,18 AVE
D009,R393,00-00-00,20 AVE
D009,R393,00-00-01,20 AVE
D009,R393,00-00-02,20 AVE
D010,R394,00-00-00,BAY PKY-22 AVE
D010,R394,00-00-01,BAY PKY-22 AVE
D010,R394,00-00-02,BAY PKY-22 AVE
D010,R394,00-00-03,BAY PKY-22 AVE
D011,R394,01-05-00,BAY PKY-22 AVE
D011,R394,01-05-01,BAY PKY-22 AVE
D011,R394,01-06-00,BAY PKY-22 AVE
D011,R394,01-06-01,BAY PKY-22 AVE
D012,R395,00-00-00,KINGS HIGHWAY
D012,R395,00-00-01,KINGS HIGHWAY
D012,R395,00-00-02,KINGS HIGHWAY
D012,R395,00-06-00,KINGS HIGHWAY
D015,R396,00-00-00,AVE U
D015,R396,00-00-01,AVE U
D015,R396,00-00-02,AVE U
D015,R396,00-06-00,AVE U
D016,R397,00-00-00,86 ST
D016,R397,00-00-01,86 ST
D016,R397,00-00-02,86 ST
D005,R398,00-00-00,NEW UTRECHT AVE
D005,R398,00-00-01,NEW UTRECHT AVE
D005,R398,00-00-02,NEW UTRECHT AVE
D005,R398,00-06-00,NEW UTRECHT AVE
D005,R398,00-06-01,NEW UTRECHT AVE
D006,R398,01-05-00,NEW UTRECHT AVE
D006,R398,01-05-01,NEW UTRECHT AVE
D006,R398,01-06-00,NEW UTRECHT AVE
D006,R398,01-06-01,NEW UTRECHT AVE
E015,R399,00-00-00,25 AVE
E015,R399,00-00-01,25 AVE
E015,R399,00-00-02,25 AVE
E016,R400,00-00-00,BAY 50 ST
E016,R400,00-00-01,BAY 50 ST
E016,R400,00-00-02,BAY 50 ST
K017,R401,00-00-00,CENTRAL AVE
K017,R401,00-00-01,CENTRAL AVE
K017,R401,00-03-00,CENTRAL AVE
K017,R401,00-03-01,CENTRAL AVE
K022,R402,00-00-00,SENECA AVE
K022,R402,00-00-01,SENECA AVE
K022,R402,00-03-00,SENECA AVE
K022,R402,00-03-01,SENECA AVE
K024,R403,00-00-00,FOREST AVE
K024,R403,00-00-01,FOREST AVE
K024,R403,00-00-02,FOREST AVE
K025,R404,00-00-00,FRESH POND ROAD
K025,R404,00-00-01,FRESH POND ROAD
K025,R404,00-00-02,FRESH POND ROAD
K025,R404,00-00-03,FRESH POND ROAD
K025,R404,00-03-00,FRESH POND ROAD
K025,R404,00-03-01,FRESH POND ROAD
K025,R404,00-03-02,FRESH POND ROAD
K025,R404,00-03-03,FRESH POND ROAD
R312,R405,00-00-00,JACKSON AVE
R312,R405,00-00-01,JACKSON AVE
R312,R405,00-00-02,JACKSON AVE
R312,R405,00-05-00,JACKSON AVE
R312,R405,00-05-01,JACKSON AVE
R314,R406,00-00-00,PROSPECT AVE
R314,R406,00-00-01,PROSPECT AVE
R314,R406,00-00-02,PROSPECT AVE
R315,R406,01-00-00,PROSPECT AVE
R315,R406,01-00-01,PROSPECT AVE
R315,R406,01-00-02,PROSPECT AVE
R316,R407,00-00-00,INTERVALE-163
R316,R407,00-00-01,INTERVALE-163
R316,R407,00-00-02,INTERVALE-163
R318,R408,00-00-00,SIMPSON ST
R318,R408,00-00-01,SIMPSON ST
R318,R408,00-00-02,SIMPSON ST
R318,R408,00-05-00,SIMPSON ST
R318,R408,00-05-01,SIMPSON ST
R317,R408,01-00-00,SIMPSON ST
R317,R408,01-00-01,SIMPSON ST
R317,R408,01-00-02,SIMPSON ST
R317,R408,01-05-00,SIMPSON ST
R317,R408,01-05-01,SIMPSON ST
R320,R409,00-00-00,FREEMAN ST
R320,R409,00-00-01,FREEMAN ST
R320,R409,00-00-02,FREEMAN ST
R319,R409,01-00-00,FREEMAN ST
R319,R409,01-00-01,FREEMAN ST
R319,R409,01-00-02,FREEMAN ST
B009,R411,00-00-00,PARK PLACE
B009,R411,00-00-01,PARK PLACE
B009,R411,00-00-02,PARK PLACE
B009,R411,00-05-00,PARK PLACE
B009,R411,00-05-01,PARK PLACE
B010,R412,00-00-00,BOTANIC GARDEN
B010,R412,00-03-00,BOTANIC GARDEN
B010,R412,00-03-01,BOTANIC GARDEN
B010,R412,00-03-02,BOTANIC GARDEN
K019,R413,00-00-00,KNICKERBOCKER
K019,R413,00-00-01,KNICKERBOCKER
K019,R413,00-03-00,KNICKERBOCKER
K019,R413,00-03-01,KNICKERBOCKER
N182,R414,00-00-00,HOWARD BCH-JFK
N182,R414,00-00-01,HOWARD BCH-JFK
N182,R414,00-00-02,HOWARD BCH-JFK
N182,R414,00-05-00,HOWARD BCH-JFK
N182,R414,00-05-01,HOWARD BCH-JFK
N182,R414,00-06-00,HOWARD BCH-JFK
N182,R414,00-06-01,HOWARD BCH-JFK
N183,R415,00-00-00,BROAD CHANNEL
N183,R415,00-00-01,BROAD CHANNEL
N183,R415,00-00-02,BROAD CHANNEL
N184,R416,00-00-00,BEACH 90 ST
N184,R416,00-00-01,BEACH 90 ST
N184,R416,00-00-02,BEACH 90 ST
N184,R416,00-05-00,BEACH 90 ST
N184,R416,00-05-01,BEACH 90 ST
N185,R417,00-00-00,BEACH 98 ST
N185,R417,00-00-01,BEACH 98 ST
N185,R417,00-00-02,BEACH 98 ST
N185,R417,00-05-00,BEACH 98 ST
N185,R417,00-05-01,BEACH 98 ST
N186,R418,00-00-00,BEACH 105 ST
N186,R418,00-00-01,BEACH 105 ST
N186,R418,00-00-02,BEACH 105 ST
N186,R418,00-05-00,BEACH 105 ST
N186,R418,00-05-01,BEACH 105 ST
N187,R419,00-00-00,ROCKAWAY PK 116
N187,R419,00-00-01,ROCKAWAY PK 116
N187,R419,00-00-02,ROCKAWAY PK 116
N187,R419,00-05-00,ROCKAWAY PK 116
N187,R419,00-05-01,ROCKAWAY PK 116
N548,R420,00-00-00,DITMAS AVE
N548,R420,00-00-01,DITMAS AVE
N548,R420,00-00-02,DITMAS AVE
N547,R420,01-04-00,DITMAS AVE
N547,R420,01-04-01,DITMAS AVE
N547,R420,01-06-00,DITMAS AVE
N547,R420,01-06-01,DITMAS AVE
N547,R420,01-06-02,DITMAS AVE
N551,R421,00-00-00,AVE I
N551,R421,00-00-01,AVE I
N551,R421,00-00-02,AVE I
N551,R421,00-06-00,AVE I
N553,R422,00-00-00,22 AVE-BAY PKY
N553,R422,00-00-01,22 AVE-BAY PKY
N553,R422,00-00-02,22 AVE-BAY PKY
N555,R423,00-00-00,AVE N
N555,R423,00-00-01,AVE N
N555,R423,00-00-02,AVE N
N554,R423,01-04-00,AVE N
N554,R423,01-04-01,AVE N
N554,R423,01-06-00,AVE N
N554,R423,01-06-01,AVE N
N556,R424,00-00-00,AVE P
N556,R424,00-00-01,AVE P
N556,R424,00-00-02,AVE P
N559,R425,00-00-00,AVE U
N559,R425,00-00-01,AVE U
N559,R425,00-00-02,AVE U
N559,R425,00-06-00,AVE U
N562,R426,00-00-00,NEPTUNE AVE
N562,R426,00-00-01,NEPTUNE AVE
N562,R426,00-00-02,NEPTUNE AVE
R421,R427,00-00-00,MIDDLETOWN ROAD
R421,R427,00-00-01,MIDDLETOWN ROAD
R421,R427,00-03-00,MIDDLETOWN ROAD
R421,R427,00-03-01,MIDDLETOWN ROAD
R421,R427,00-06-00,MIDDLETOWN ROAD
R421,R427,00-06-01,MIDDLETOWN ROAD
R423,R429,00-00-00,PELHAM BAY PARK
R423,R429,00-00-01,PELHAM BAY PARK
R423,R429,00-00-02,PELHAM BAY PARK
R423,R429,00-00-03,PELHAM BAY PARK
R423,R429,00-00-04,PELHAM BAY PARK
R423,R429,00-03-00,PELHAM BAY PARK
R423,R429,00-03-01,PELHAM BAY PARK
R423,R429,00-05-00,PELHAM BAY PARK
R423,R429,00-05-01,PELHAM BAY PARK
R727,R430,00-00-00,PELHAM PARKWAY
R727,R430,00-00-01,PELHAM PARKWAY
R727,R430,00-00-02,PELHAM PARKWAY
R730,R431,00-00-00,DYRE AVE
R730,R431,00-00-01,DYRE AVE
R730,R431,00-00-02,DYRE AVE
R730,R431,00-00-03,DYRE AVE
R730,R431,00-00-04,DYRE AVE
J017,R432,00-00-00,CHAUNCEY ST
J017,R432,00-00-01,CHAUNCEY ST
J017,R432,00-00-02,CHAUNCEY ST
J020,R433,00-00-00,ALABAMA AVE
J020,R433,00-00-01,ALABAMA AVE
J020,R433,00-00-02,ALABAMA AVE
J021,R434,00-00-00,VAN SICLEN AVE
J021,R434,00-00-01,VAN SICLEN AVE
J021,R434,00-00-02,VAN SICLEN AVE
J022,R435,00-00-00,CLEVELAND ST
J022,R435,00-00-01,CLEVELAND ST
J023,R436,00-00-00,NORWOOD AVE
J023,R436,00-00-01,NORWOOD AVE
J023,R436,00-00-02,NORWOOD AVE
J024,R437,00-00-00,CRESCENT ST
J024,R437,00-00-01,CRESCENT ST
J024,R437,00-00-02,CRESCENT ST
N121B,R438,00-00-00,RALPH AVE
N121B,R438,00-00-01,RALPH AVE
N121B,R438,00-00-02,RALPH AVE
N121B,R438,00-00-03,RALPH AVE
N122,R439,00-00-00,ROCKAWAY AVE
N122,R439,00-00-01,ROCKAWAY AVE
N122,R439,00-00-02,ROCKAWAY AVE
N123B,R439,01-05-00,ROCKAWAY AVE
N123B,R439,01-05-01,ROCKAWAY AVE
N123B,R439,01-06-00,ROCKAWAY AVE
N123B,R439,01-06-01,ROCKAWAY AVE
N125,R440,00-00-00,LIBERTY AVE
N125,R440,00-00-01,LIBERTY AVE
N125,R440,00-00-02,LIBERTY AVE
N126,R441,00-00-00,VAN SICLEN AVE
N126,R441,00-00-01,VAN SICLEN AVE
N126,R441,00-00-02,VAN SICLEN AVE
N127,R442,00-00-00,SHEPHERD AVE
N127,R442,00-00-01,SHEPHERD AVE
N127,R442,00-00-02,SHEPHERD AVE
N209,R443,00-00-00,170 ST
N209,R443,00-00-01,170 ST
N209,R443,00-00-02,170 ST
N208,R443,01-00-00,170 ST
N208,R443,01-00-01,170 ST
N208,R443,01-00-02,170 ST
N208,R443,01-05-00,170 ST
N208,R443,01-05-01,170 ST
N208,R443,01-06-00,170 ST
N208,R443,01-06-01,170 ST
R335,R444,00-00-00,NEREID AVE
R335,R444,00-00-01,NEREID AVE
R335,R444,00-00-02,NEREID AVE
R401,R445,00-00-00,138 ST-3 AVE
R401,R445,00-00-01,138 ST-3 AVE
R401,R445,00-00-02,138 ST-3 AVE
R401,R445,00-06-00,138 ST-3 AVE
R402,R446,00-00-00,BROOK AVE
R402,R446,00-00-01,BROOK AVE
R402,R446,00-00-02,BROOK AVE
R402,R446,00-00-03,BROOK AVE
R403,R446,01-00-00,BROOK AVE
R403,R446,01-00-01,BROOK AVE
R403,R446,01-00-02,BROOK AVE
R404,R447,00-00-00,CYPRESS AVE
R404,R447,00-00-01,CYPRESS AVE
R404,R447,00-00-02,CYPRESS AVE
R405,R447,01-00-00,CYPRESS AVE
R405,R447,01-00-01,CYPRESS AVE
R405,R447,01-00-02,CYPRESS AVE
R406,R448,00-00-00,E 143 ST
R406,R448,00-00-01,E 143 ST
R406,R448,00-00-02,E 143 ST
R407,R448,01-00-00,E 143 ST
R407,R448,01-00-01,E 143 ST
R407,R448,01-00-02,E 143 ST
R408,R449,00-00-00,E 149 ST
R408,R449,00-00-01,E 149 ST
R408,R449,00-00-02,E 149 ST
R409,R449,01-00-00,E 149 ST
R409,R449,01-00-01,E 149 ST
R409,R449,01-00-02,E 149 ST
R410,R450,00-00-00,LONGWOOD AVE
R410,R450,00-00-01,LONGWOOD AVE
R410,R450,00-00-02,LONGWOOD AVE
R411,R450,01-00-00,LONGWOOD AVE
R411,R450,01-00-01,LONGWOOD AVE
R411,R450,01-00-02,LONGWOOD AVE
R637,R451,00-00-00,WINTHROP ST
R637,R451,00-00-01,WINTHROP ST
R637,R451,00-00-02,WINTHROP ST
R637,R451,00-06-00,WINTHROP ST
R161B,R452,00-00-00,72 ST
R161B,R452,00-00-01,72 ST
R161B,R452,00-00-02,72 ST
R161B,R452,00-00-03,72 ST
R161B,R452,00-03-00,72 ST
R161B,R452,00-03-01,72 ST
R161B,R452,00-03-02,72 ST
R161B,R452,00-03-03,72 ST
R161B,R452,00-05-00,72 ST
R161B,R452,00-05-01,72 ST
R161B,R452,00-05-02,72 ST
R161B,R452,00-05-03,72 ST
R161A,R452,01-00-00,72 ST
R161A,R452,01-00-01,72 ST
R161A,R452,01-00-02,72 ST
R161A,R452,01-00-03,72 ST
R161A,R452,01-00-04,72 ST
R161A,R452,01-06-00,72 ST
R161A,R452,01-06-01,72 ST
R161A,R452,01-06-02,72 ST
N508,R453,00-00-00,23 ST-6 AVE
N508,R453,00-00-01,23 ST-6 AVE
N508,R453,00-00-02,23 ST-6 AVE
N508,R453,00-00-03,23 ST-6 AVE
N508,R453,00-00-04,23 ST-6 AVE
C015,R454,00-00-00,PROSPECT AVE
C015,R454,00-00-01,PROSPECT AVE
C015,R454,00-00-02,PROSPECT AVE
C017,R455,00-00-00,25 ST
C017,R455,00-00-01,25 ST
C017,R455,00-00-02,25 ST
R605,R456,00-00-00,HOYT ST
R605,R456,00-00-01,HOYT ST
R605,R456,00-00-02,HOYT ST
R605,R456,00-00-03,HOYT ST
R605,R456,00-03-00,HOYT ST
R605,R456,00-06-00,HOYT ST
J002,R460,00-00-00,MARCY AVE
J002,R460,00-00-01,MARCY AVE
J002,R460,00-00-02,MARCY AVE
J002,R460,00-05-00,MARCY AVE
J002,R460,00-05-01,MARCY AVE
J002,R460,00-06-00,MARCY AVE
J002,R460,00-06-01,MARCY AVE
J002,R460,00-06-02,MARCY AVE
J001,R460,01-00-00,MARCY AVE
J001,R460,01-00-01,MARCY AVE
J001,R460,01-00-02,MARCY AVE
J001,R460,01-05-00,MARCY AVE
J001,R460,01-05-01,MARCY AVE
J001,R460,01-06-00,MARCY AVE
J001,R460,01-06-01,MARCY AVE
N519,R461,00-00-00,BROADWAY/LAFAY
N519,R461,00-00-01,BROADWAY/LAFAY
N519,R461,00-00-02,BROADWAY/LAFAY
N519,R461,00-03-00,BROADWAY/LAFAY
N519,R461,00-03-01,BROADWAY/LAFAY
N519,R461,00-03-02,BROADWAY/LAFAY
N519,R461,00-03-03,BROADWAY/LAFAY
N519A,R461,01-00-00,BROADWAY/LAFAY
N519A,R461,01-00-01,BROADWAY/LAFAY
N519A,R461,01-00-02,BROADWAY/LAFAY
N519A,R461,01-01-00,BROADWAY/LAFAY
N519A,R461,01-01-01,BROADWAY/LAFAY
N519A,R461,01-01-02,BROADWAY/LAFAY
