C/A,UNIT,SCP,STATION
N049,R084,01-06-00,59 ST-COLUMBUS
N049,R084,01-06-01,59 ST-COLUMBUS
N049,R084,01-06-02,59 ST-COLUMBUS
N051,R084,02-00-00,59 ST-COLUMBUS
N051,R084,02-00-01,59 ST-COLUMBUS
N051,R084,02-00-02,59 ST-COLUMBUS
N051,R084,02-00-03,59 ST-COLUMBUS
N051,R084,02-00-04,59 ST-COLUMBUS
N051,R084,02-03-00,59 ST-COLUMBUS
N051,R084,02-03-01,59 ST-COLUMBUS
N051,R084,02-03-02,59 ST-COLUMBUS
N051,R084,02-03-03,59 ST-COLUMBUS
N051,R084,02-03-04,59 ST-COLUMBUS
N051,R084,02-05-00,59 ST-COLUMBUS
N051,R084,02-05-01,59 ST-COLUMBUS
A038,R085,00-00-00,8 ST-B'WAY NYU
A038,R085,00-00-01,8 ST-B'WAY NYU
A038,R085,00-00-02,8 ST-B'WAY NYU
A038,R085,00-00-03,8 ST-B'WAY NYU
A038,R085,00-00-04,8 ST-B'WAY NYU
A038,R085,00-06-00,8 ST-B'WAY NYU
A039,R085,01-00-00,8 ST-B'WAY NYU
A039,R085,01-00-01,8 ST-B'WAY NYU
A039,R085,01-00-02,8 ST-B'WAY NYU
A039,R085,01-03-00,8 ST-B'WAY NYU
A039,R085,01-03-01,8 ST-B'WAY NYU
A039,R085,01-06-00,8 ST-B'WAY NYU
A041,R086,00-00-00,PRINCE ST-B'WAY
A041,R086,00-00-01,PRINCE ST-B'WAY
A041,R086,00-00-02,PRINCE ST-B'WAY
A041,R086,00-00-03,PRINCE ST-B'WAY
A041,R086,00-00-04,PRINCE ST-B'WAY
A042,R086,01-00-00,PRINCE ST-B'WAY
A042,R086,01-00-01,PRINCE ST-B'WAY
A042,R086,01-00-02,PRINCE ST-B'WAY
A042,R086,01-00-03,PRINCE ST-B'WAY
A042,R086,01-00-04,PRINCE ST-B'WAY
A047,R087,00-00-00,CITY HALL
A047,R087,00-00-01,CITY HALL
A047,R087,00-00-02,CITY HALL
A047,R087,00-03-00,CITY HALL
A047,R087,00-03-01,CITY HALL
A047,R087,00-03-02,CITY HALL
A047,R087,00-06-00,CITY HALL
A047,R087,00-06-01,CITY HALL
A047,R087,00-06-02,CITY HALL
A050,R088,00-00-00,CORTLANDT ST
A050,R088,00-00-01,CORTLANDT ST
A050,R088,00-02-00,CORTLANDT ST
A050,R088,00-02-01,CORTLANDT ST
A050,R088,00-03-00,CORTLANDT ST
A050,R088,00-03-01,CORTLANDT ST
A050,R088,00-03-02,CORTLANDT ST
A050,R088,00-03-03,CORTLANDT ST
A050,R088,00-05-00,CORTLANDT ST
A050,R088,00-05-01,CORTLANDT ST
A050,R088,00-05-02,CORTLANDT ST
A050,R088,00-05-03,CORTLANDT ST
A050,R088,00-06-00,CORTLANDT ST
A050,R088,00-06-01,CORTLANDT ST
A050,R088,00-06-02,CORTLANDT ST
A050,R088,00-06-03,CORTLANDT ST
A050,R088,00-06-04,CORTLANDT ST
A049,R088,02-00-00,CORTLANDT ST
A049,R088,02-00-01,CORTLANDT ST
A049,R088,02-00-02,CORTLANDT ST
A049,R088,02-00-03,CORTLANDT ST
A049,R088,02-01-00,CORTLANDT ST
A049,R088,02-01-01,CORTLANDT ST
A049,R088,02-01-02,CORTLANDT ST
A049,R088,02-03-00,CORTLANDT ST
A049,R088,02-03-01,CORTLANDT ST
A049,R088,02-03-02,CORTLANDT ST
A049,R088,02-03-03,CORTLANDT ST
A049,R088,02-05-00,CORTLANDT ST
A049,R088,02-05-01,CORTLANDT ST
C003,R089,00-00-00,JAY ST-METROTEC
C003,R089,00-00-01,JAY ST-METROTEC
C003,R089,00-00-02,JAY ST-METROTEC
C003,R089,00-03-00,JAY ST-METROTEC
C003,R089,00-03-01,JAY ST-METROTEC
C004,R089,01-05-00,JAY ST-METROTEC
C004,R089,01-05-01,JAY ST-METROTEC
C004,R089,01-06-00,JAY ST-METROTEC
C004,R089,01-06-01,JAY ST-METROTEC
R510,R090,00-00-00,BEEBE-39 AVE
R510,R090,00-00-01,BEEBE-39 AVE
R510,R090,00-00-02,BEEBE-39 AVE
R511,R091,00-00-00,WASHINGTON-36 A
R511,R091,00-00-01,WASHINGTON-36 A
R511,R091,00-00-02,WASHINGTON-36 A
R511,R091,00-00-03,WASHINGTON-36 A
R512,R092,00-00-00,BROADWAY-31 ST
R512,R092,00-00-01,BROADWAY-31 ST
R512,R092,00-00-02,BROADWAY-31 ST
R512,R092,00-03-00,BROADWAY-31 ST
R512,R092,00-03-01,BROADWAY-31 ST
R512,R092,00-03-02,BROADWAY-31 ST
R513,R093,00-00-00,GRAND-30 AVE
R513,R093,00-00-01,GRAND-30 AVE
R513,R093,00-00-02,GRAND-30 AVE
R513,R093,00-03-00,GRAND-30 AVE
R513,R093,00-03-01,GRAND-30 AVE
R513,R093,00-03-02,GRAND-30 AVE
R514,R094,00-00-00,HOYT ST-ASTORIA
R514,R094,00-00-01,HOYT ST-ASTORIA
R514,R094,00-00-02,HOYT ST-ASTORIA
R514,R094,00-00-03,HOYT ST-ASTORIA
R514,R094,00-03-00,HOYT ST-ASTORIA
R514,R094,00-05-00,HOYT ST-ASTORIA
R514,R094,00-05-01,HOYT ST-ASTORIA
R515,R095,00-00-00,DITMARS BL-31 S
R515,R095,00-00-01,DITMARS BL-31 S
R515,R095,00-00-02,DITMARS BL-31 S
R515,R095,00-00-03,DITMARS BL-31 S
R515,R095,00-03-00,DITMARS BL-31 S
R515,R095,00-03-01,DITMARS BL-31 S
R515,R095,00-03-02,DITMARS BL-31 S
R515,R095,00-03-03,DITMARS BL-31 S
R526,R096,00-00-00,82 ST-JACKSON H
R526,R096,00-00-01,82 ST-JACKSON H
R526,R096,00-03-00,82 ST-JACKSON H
R526,R096,00-03-01,82 ST-JACKSON H
R526,R096,00-03-02,82 ST-JACKSON H
R526,R096,00-03-03,82 ST-JACKSON H
R526,R096,00-05-00,82 ST-JACKSON H
R526,R096,00-05-01,82 ST-JACKSON H
R526,R096,00-05-02,82 ST-JACKSON H
R526,R096,00-05-03,82 ST-JACKSON H
R528,R097,00-00-00,JUNCTION BLVD
R528,R097,00-00-01,JUNCTION BLVD
R528,R097,00-00-02,JUNCTION BLVD
R528,R097,00-00-03,JUNCTION BLVD
R528,R097,00-00-04,JUNCTION BLVD
R528,R097,00-03-00,JUNCTION BLVD
R528,R097,00-03-01,JUNCTION BLVD
R528,R097,00-05-00,JUNCTION BLVD
R528,R097,00-05-01,JUNCTION BLVD
R528,R097,00-06-00,JUNCTION BLVD
R528,R097,00-06-01,JUNCTION BLVD
R528,R097,00-06-02,JUNCTION BLVD
B016,R098,00-00-00,CHURCH AVE
B016,R098,00-00-01,CHURCH AVE
B016,R098,00-00-02,CHURCH AVE
B016,R098,00-00-03,CHURCH AVE
B016,R098,00-03-00,CHURCH AVE
B016,R098,00-03-01,CHURCH AVE
B016,R098,00-03-02,CHURCH AVE
B015,R098,01-00-00,CHURCH AVE
B015,R098,01-00-01,CHURCH AVE
B015,R098,01-00-02,CHURCH AVE
B015,R098,01-00-03,CHURCH AVE
B015,R098,01-03-00,CHURCH AVE
B015,R098,01-03-01,CHURCH AVE
B015,R098,01-06-00,CHURCH AVE
C008,R099,00-00-00,DEKALB AVE
C008,R099,00-00-01,DEKALB AVE
C008,R099,00-00-02,DEKALB AVE
C008,R099,00-00-03,DEKALB AVE
C008,R099,00-03-00,DEKALB AVE
C008,R099,00-03-01,DEKALB AVE
C008,R099,00-03-02,DEKALB AVE
C008,R099,00-03-03,DEKALB AVE
C008,R099,00-03-04,DEKALB AVE
C008,R099,00-04-00,DEKALB AVE
C008,R099,00-04-01,DEKALB AVE
C008,R099,00-06-00,DEKALB AVE
C008,R099,00-06-01,DEKALB AVE
C008,R099,00-06-02,DEKALB AVE
K026,R100,00-00-00,METROPOLITAN AV
K026,R100,00-00-01,METROPOLITAN AV
K026,R100,00-00-02,METROPOLITAN AV
K026,R100,00-00-03,METROPOLITAN AV
K026,R100,00-00-04,METROPOLITAN AV
K026,R100,00-05-00,METROPOLITAN AV
K026,R100,00-05-01,METROPOLITAN AV
N020,R101,00-00-00,145 ST
N020,R101,00-00-01,145 ST
N020,R101,00-00-02,145 ST
N020,R101,00-00-03,145 ST
N020,R101,00-00-04,145 ST
N020,R101,00-00-05,145 ST
N019,R101,01-00-00,145 ST
N019,R101,01-00-01,145 ST
N019,R101,01-00-02,145 ST
N026,R102,00-00-00,125 ST
N026,R102,00-00-01,125 ST
N026,R102,00-00-02,125 ST
N026,R102,00-00-03,125 ST
N026,R102,00-00-04,125 ST
N026,R102,00-00-05,125 ST
N026,R102,00-00-06,125 ST
N026,R102,00-00-07,125 ST
N026,R102,00-05-00,125 ST
N026,R102,00-05-01,125 ST
N025,R102,01-00-00,125 ST
N025,R102,01-00-01,125 ST
N025,R102,01-00-02,125 ST
N025,R102,01-00-03,125 ST
N025,R102,01-00-04,125 ST
N025,R102,01-06-00,125 ST
N124,R103,00-00-00,BROADWAY-ENY
N124,R103,00-00-01,BROADWAY-ENY
N124,R103,00-00-02,BROADWAY-ENY
N124,R103,00-00-03,BROADWAY-ENY
N124,R103,00-03-00,BROADWAY-ENY
N124,R103,00-03-01,BROADWAY-ENY
N124,R103,00-03-02,BROADWAY-ENY
N207,R104,00-00-00,167 ST
N207,R104,00-00-01,167 ST
N207,R104,00-00-02,167 ST
N207,R104,00-00-03,167 ST
N206,R104,01-05-00,167 ST
N206,R104,01-05-01,167 ST
N206,R104,01-06-00,167 ST
N206,R104,01-06-01,167 ST
R127,R105,00-00-00,14 ST
R127,R105,00-00-01,14 ST
R127,R105,00-00-02,14 ST
R127,R105,00-03-00,14 ST
R127,R105,00-03-01,14 ST
R127,R105,00-03-02,14 ST
R127,R105,00-03-03,14 ST
R127,R105,00-06-00,14 ST
R128,R105,01-00-00,14 ST
R128,R105,01-00-01,14 ST
R128,R105,01-00-02,14 ST
R128,R105,01-03-00,14 ST
R128,R105,01-03-01,14 ST
R128,R105,01-03-02,14 ST
R128,R105,01-06-00,14 ST
R418,R106,00-00-00,CASTLE HILL AVE
R418,R106,00-00-01,CASTLE HILL AVE
R418,R106,00-00-02,CASTLE HILL AVE
R418,R106,00-03-00,CASTLE HILL AVE
R418,R106,00-03-01,CASTLE HILL AVE
R418,R106,00-06-00,CASTLE HILL AVE
R418,R106,00-06-01,CASTLE HILL AVE
R420,R107,00-00-00,WESTCHESTER SQ
R420,R107,00-00-01,WESTCHESTER SQ
R420,R107,00-00-02,WESTCHESTER SQ
R602,R108,00-00-00,BOROUGH HALL/CT
R602,R108,00-00-01,BOROUGH HALL/CT
R602,R108,00-00-02,BOROUGH HALL/CT
R602,R108,00-03-00,BOROUGH HALL/CT
R602,R108,00-03-01,BOROUGH HALL/CT
R602,R108,00-06-00,BOROUGH HALL/CT
R602,R108,00-06-01,BOROUGH HALL/CT
C001,R108,01-00-00,BOROUGH HALL/CT
C001,R108,01-00-01,BOROUGH HALL/CT
C001,R108,01-00-02,BOROUGH HALL/CT
C001,R108,01-06-00,BOROUGH HALL/CT
C001,R108,01-06-01,BOROUGH HALL/CT
R601A,R108,02-00-00,BOROUGH HALL/CT
R601A,R108,02-00-01,BOROUGH HALL/CT
R601A,R108,02-00-02,BOROUGH HALL/CT
R601A,R108,02-00-03,BOROUGH HALL/CT
R601A,R108,02-00-04,BOROUGH HALL/CT
R601A,R108,02-00-05,BOROUGH HALL/CT
R601A,R108,02-00-06,BOROUGH HALL/CT
R601A,R108,02-05-00,BOROUGH HALL/CT
R601A,R108,02-05-01,BOROUGH HALL/CT
R604,R108,03-00-00,BOROUGH HALL/CT
R604,R108,03-00-01,BOROUGH HALL/CT
R604,R108,03-00-02,BOROUGH HALL/CT
R604,R108,03-00-03,BOROUGH HALL/CT
R604,R108,03-00-04,BOROUGH HALL/CT
R604,R108,03-00-05,BOROUGH HALL/CT
R639,R109,00-00-00,CHURCH AVE
R639,R109,00-00-01,CHURCH AVE
R639,R109,00-00-02,CHURCH AVE
R639,R109,00-00-03,CHURCH AVE
R639,R109,00-05-00,CHURCH AVE
R639,R109,00-05-01,CHURCH AVE
R639,R109,00-05-02,CHURCH AVE
R639,R109,00-05-03,CHURCH AVE
R639,R109,00-06-00,CHURCH AVE
R645,R110,00-00-00,FLATBUSH AVE
R645,R110,00-00-01,FLATBUSH AVE
R645,R110,00-00-02,FLATBUSH AVE
R645,R110,00-03-00,FLATBUSH AVE
R645,R110,00-03-01,FLATBUSH AVE
R645,R110,00-03-02,FLATBUSH AVE
R645,R110,00-05-00,FLATBUSH AVE
R645,R110,00-05-01,FLATBUSH AVE
R645,R110,00-06-00,FLATBUSH AVE
R645,R110,00-06-01,FLATBUSH AVE
R645,R110,00-06-02,FLATBUSH AVE
R646,R110,01-06-00,FLATBUSH AVE
R646,R110,01-06-01,FLATBUSH AVE
R647,R110,02-00-00,FLATBUSH AVE
R647,R110,02-00-01,FLATBUSH AVE
R647,R110,02-05-00,FLATBUSH AVE
R647,R110,02-05-01,FLATBUSH AVE
R647,R110,02-05-02,FLATBUSH AVE
R647,R110,02-06-00,FLATBUSH AVE
N076,R111,00-00-00,23 ST
N076,R111,00-00-01,23 ST
N076,R111,00-00-02,23 ST
N076,R111,00-06-00,23 ST
N076,R111,00-06-01,23 ST
N075,R111,01-05-00,23 ST
N075,R111,01-05-01,23 ST
N075,R111,01-06-00,23 ST
N075,R111,01-06-01,23 ST
N077,R111,02-00-00,23 ST
N077,R111,02-00-01,23 ST
N077,R111,02-00-02,23 ST
N077,R111,02-06-00,23 ST
N077,R111,02-06-01,23 ST
N077,R111,02-06-02,23 ST
N217,R112,00-00-00,FORDHAM ROAD
N217,R112,00-00-01,FORDHAM ROAD
N217,R112,00-00-02,FORDHAM ROAD
N217,R112,00-03-00,FORDHAM ROAD
N217,R112,00-03-01,FORDHAM ROAD
N217,R112,00-03-02,FORDHAM ROAD
N218,R112,01-05-00,FORDHAM ROAD
N218,R112,01-05-01,FORDHAM ROAD
N218,R112,01-06-00,FORDHAM ROAD
N218,R112,01-06-01,FORDHAM ROAD
N301,R113,00-00-00,7 AVE-53 ST
N301,R113,00-00-01,7 AVE-53 ST
N301,R113,00-00-02,7 AVE-53 ST
